procedure_id,mouse_id,procedure_type,procedure_date,series_id,session_no,operator,anesthesia,anesthesia_route,analgesia,analgesia_route,construct/dye,injection_route,site1_hemi,site1_region,site1_ap,site1_ml,site1_dv,outcome,notebook_scan,notes,days_since
pr-sk33-01,sk33,PoRTs_window,2026-06-09,,,sk,,,,,,,,,,,,,,windowつけ,18
pr-sk34-01,sk34,cranial_window,2026-06-11,,,sk,,,,,,,,,,,,,,cranial window implantation,16
pr-sk35-01,sk35,cranial_window,2026-06-11,,,sk,,,,,,,,,,,,,,cranial window implantation,16
pr-sk36-01,sk36,cranial_window,2026-06-11,,,sk,,,,,,,,,,,,,,cranial window implantation,16
pr-ts290-01,ts290,PoRTs_window,2026-05-13,ser-ts290-01,1,ts,3-mixed,ip,ketoprophen,sc,,,,,,,,,,,45
pr-sk37-01,sk37,cranial_window,2026-06-15,ser-sk37-01,1,sk,3-mixed,ip,ketoprophen,sc,,,,,,,,,,,12
pr-sk38-01,sk38,cranial_window,2026-06-22,ser-sk38-01,1,sk,3-mixed,ip,ketoprophen,sc,,,,,,,,,,,5
pr-sk25-02,sk25,cranial_window,2026-06-23,ser-sk25-01,2,sk,3-mixed,ip,ketoprophen,sc,,,,,,,,,,,4
pr-sk27-02,sk27,cranial_window,2026-06-25,ser-sk27-01,2,sk,isoflurane,inhalation,ketoprophen,sc,,,,,,,,,,,2
pr-ts290-02,ts290,jagular-vein_catheter,2026-06-26,ser-ts290-01,,ts,3-mixed,ip,ketoprophen,sc,,,,,,,,,,,1
